iter	Logloss
197	0.3749650927
198	0.3740781685
199	0.3737652406
200	0.3734660978
201	0.3723919735
202	0.372085299
203	0.3715990738
204	0.3711578887
205	0.3709160935
206	0.3705568264
207	0.3702218932
208	0.3698565199
209	0.3692386416
210	0.3685034303
211	0.3681632672
212	0.3677061993
213	0.3674204059
214	0.3670786401
215	0.3668066115
216	0.3665003687
217	0.3662282872
218	0.3658725497
219	0.3655694458
220	0.3652977105
221	0.3648018648
222	0.3644340386
223	0.3641293548
224	0.3638380717
225	0.3629643735
226	0.3627109529
227	0.362444992
228	0.3621726616
229	0.3616102873
230	0.3612105373
231	0.3609486137
232	0.3606160848
233	0.3602641355
234	0.3598837399
235	0.3596159628
236	0.3590546089
237	0.3587960526
238	0.3584679578
239	0.3579313121
240	0.3575926907
241	0.3573203812
242	0.3570361888
243	0.3567420894
244	0.3565049356
245	0.3561920201
246	0.3558268995
247	0.3555748728
248	0.3552591579
249	0.3550101569
250	0.3547733683
251	0.3544356405
252	0.3541475055
253	0.3538647027
254	0.353586323
255	0.3532144022
256	0.352923718
257	0.352375818
258	0.3520702096
259	0.3517186103
260	0.3513974581
261	0.3511424939
262	0.3509223252
263	0.3506307513
264	0.3503895386
265	0.3501566016
266	0.3499120741
267	0.3497138648
268	0.3493966852
269	0.3491525056
270	0.3489098536
271	0.3486381098
272	0.3483343296
273	0.3481091188
274	0.3478369227
275	0.3476400952
276	0.3474091553
277	0.347194893
278	0.346760528
279	0.3464964131
280	0.3462685788
281	0.3459820875
282	0.3457312426
283	0.3447988745
284	0.3445816786
285	0.3442068908
286	0.3439993579
287	0.3436215302
288	0.343446528
289	0.3431529501
290	0.3428873681
291	0.3426238744
292	0.3423682694
293	0.3420395029
294	0.3417838852
295	0.3414637988
296	0.3409509393
297	0.3407765468
298	0.3405819907
299	0.3403580527
300	0.3401586633
301	0.3399918367
302	0.3397631425
303	0.3395636818
304	0.3393870144
305	0.3388245188
306	0.3386112862
307	0.3384077023
308	0.3381963272
309	0.3379144216
310	0.3377115669
311	0.3373631744
312	0.3369971053
313	0.3367755132
314	0.336100437
315	0.335888531
316	0.3357141605
317	0.3351138603
318	0.3349130363
319	0.3346205671
320	0.3343978035
321	0.3342242267
322	0.3340576495
323	0.3338478462
324	0.3336496588
325	0.3333250332
326	0.3330854095
327	0.332896792
328	0.3327031644
329	0.3324218741
330	0.3321685387
331	0.3319120535
332	0.3317270222
333	0.3315202619
334	0.3313127216
335	0.3311298169
336	0.3308038664
337	0.3305426774
338	0.3303064687
339	0.3300430165
340	0.3298132496
341	0.3296491745
342	0.3294502271
343	0.3292422985
344	0.3290902156
345	0.3288441394
346	0.328681495
347	0.3284853359
348	0.3282968105
349	0.328059702
350	0.3278497565
351	0.3276695097
352	0.3274883616
353	0.3273356606
354	0.3271395227
355	0.3269595134
356	0.3267696934
357	0.3266048838
358	0.326436134
359	0.3262662854
360	0.3261040846
361	0.3259434205
362	0.3257876325
363	0.3255942262
364	0.3254369607
365	0.3252023507
366	0.3250086993
367	0.3248068531
368	0.3246387108
369	0.3244233919
370	0.3241881679
371	0.3239820429
372	0.3237911708
373	0.3236638113
374	0.3235039766
375	0.3232588238
376	0.3230585861
377	0.3229029029
378	0.322773841
379	0.3226074414
380	0.322471769
381	0.3218493449
382	0.3216704575
383	0.3212896828
384	0.3211392091
385	0.3209806215
386	0.3207963986
387	0.3206238049
388	0.3204400552
389	0.3202577264
390	0.3200736801
391	0.3196782321
392	0.3194995955
393	0.3193078118
394	0.3190875514
395	0.3188248344
396	0.3186173186
397	0.3184459416
398	0.3182926559
399	0.3181543324
400	0.3179770297
401	0.3178016765
402	0.3173700093
403	0.3171112729
404	0.3169039089
405	0.3167533691
406	0.3166089891
407	0.3164641874
408	0.316289304
409	0.3159985654
410	0.3158168081
411	0.3156684862
412	0.3155307187
413	0.3152393074
414	0.3150714895
415	0.3149218339
416	0.3145131071
417	0.3143498082
418	0.3141033117
419	0.3139592947
420	0.313797056
421	0.3136204971
422	0.3134616586
423	0.313214405
424	0.313023118
425	0.3128860549
426	0.3127204966
427	0.3126048953
428	0.312465553
429	0.3121613722
430	0.3120020262
431	0.3118203436
432	0.3116360845
433	0.3114875584
434	0.3113559379
435	0.3111906074
436	0.3110409677
437	0.3108853253
438	0.3106160898
439	0.3104319393
440	0.310282775
441	0.3101439527
442	0.310001399
443	0.3098758603
444	0.309700674
445	0.3095730674
446	0.3094438349
447	0.3092832639
448	0.309127627
449	0.3090159837
450	0.3088958152
451	0.3087600592
452	0.3085009703
453	0.308320669
454	0.3081845025
455	0.3079931232
456	0.307882191
457	0.3077243501
458	0.3075996036
459	0.3074574706
460	0.3073232237
461	0.3071849429
462	0.3070498711
463	0.3068780041
464	0.3067545741
465	0.3066566527
466	0.306521233
467	0.3063913099
468	0.3062530006
469	0.3061093208
470	0.305860207
471	0.3057044341
472	0.3055380498
473	0.3053731664
474	0.3052307215
475	0.3050667579
476	0.3049406528
477	0.3047428119
478	0.3045086552
479	0.3043979221
480	0.3042698141
481	0.3041230344
482	0.3039974702
483	0.3035831327
484	0.3034740251
485	0.3033070693
486	0.3031696823
487	0.3030538341
488	0.302913356
489	0.302555981
490	0.3024334563
491	0.3023137426
492	0.301741622
493	0.301590038
494	0.301460369
495	0.3013423667
496	0.3011973989
497	0.3010076583
498	0.3008654684
499	0.3006434143
500	0.3005398971
501	0.300434664
502	0.3003247658
503	0.3001626119
504	0.3000475421
505	0.2998780693
506	0.2997390147
507	0.2996182287
508	0.2994931828
509	0.2992753354
510	0.2991565523
511	0.2990147932
512	0.2988506766
513	0.2986838003
514	0.2985100464
515	0.2983583218
516	0.2982083327
517	0.298072769
518	0.2979452063
519	0.2978419048
520	0.2977220722
521	0.2975791224
522	0.2974308044
523	0.2972778323
524	0.2971091641
525	0.2969581072
526	0.296840711
527	0.2967018027
528	0.2965753635
529	0.2963446625
530	0.2962185125
531	0.29599949
532	0.2958863528
533	0.2957203115
534	0.2955916176
535	0.295453845
536	0.2953354047
537	0.2952337773
538	0.2951010362
539	0.2949738213
540	0.2948529873
541	0.2947114024
542	0.2945614866
543	0.2944472688
544	0.2943099121
545	0.2941466023
546	0.2940480043
547	0.2939292452
548	0.2938265197
549	0.2936994846
550	0.2935763411
551	0.2934211732
552	0.2932953353
553	0.2931924786
554	0.2930497604
555	0.2929412525
556	0.2927918635
557	0.2925452262
558	0.2924646476
559	0.2923656929
560	0.2922746727
561	0.2921482932
562	0.2920455823
563	0.2919602393
564	0.2918346913
565	0.2917190828
566	0.2915946146
567	0.2915016275
568	0.2914014157
569	0.2912773896
570	0.2911881758
571	0.2910654389
572	0.2909882104
573	0.2908851888
574	0.2907634777
575	0.2906879374
576	0.2905616485
577	0.2904438277
578	0.2903215128
579	0.2902149804
580	0.2895420223
581	0.2894585736
582	0.2893583047
583	0.2891905592
584	0.2890833539
585	0.2887993674
586	0.2886439457
587	0.2885437877
588	0.2884288074
589	0.2882839457
590	0.288181867
591	0.288066438
592	0.2879116569
593	0.2877835734
594	0.2876579146
595	0.2875469719
596	0.2874379659
597	0.2873500158
598	0.2872565622
599	0.2871825211
600	0.2870815704
601	0.2869694259
602	0.2868676883
603	0.2867513659
604	0.2866463208
605	0.2865041194
606	0.2864255231
607	0.2863285021
608	0.2861352984
609	0.2860396371
610	0.2858998681
611	0.2854905253
612	0.2853869183
613	0.2853026219
614	0.2852080426
615	0.2850436088
616	0.2849379772
617	0.2848078604
618	0.2847046818
619	0.2846065679
620	0.2844673466
621	0.2843226501
622	0.2841868366
623	0.2840820817
624	0.2839614277
625	0.283739321
626	0.2836156074
627	0.2835021222
628	0.2833904523
629	0.2832777728
630	0.2831491886
631	0.2830135255
632	0.2829063477
633	0.2827933804
634	0.2827320848
635	0.2826031867
636	0.2824870992
637	0.2823888185
638	0.2822763541
639	0.2821476686
640	0.2820213692
641	0.281940775
642	0.2818565597
643	0.2817713985
644	0.2816320149
645	0.2815243182
646	0.2814108152
647	0.281300479
648	0.2811051005
649	0.281036961
650	0.2809235937
651	0.2808237118
652	0.2807118725
653	0.2805862586
654	0.2804990063
655	0.2802881396
656	0.2802218377
657	0.2801504435
658	0.2800295294
659	0.2799212023
660	0.2797928178
661	0.2797013389
662	0.2795945205
663	0.2795047115
664	0.2793924968
665	0.2792846324
666	0.2792169946
667	0.27908049
668	0.2790026618
669	0.2789214102
670	0.2788317329
671	0.2787427353
672	0.2786345357
673	0.2785181571
674	0.278454476
675	0.2783593235
676	0.2781800868
677	0.2780929559
678	0.2780025283
679	0.2778825083
680	0.2777897628
681	0.2776360333
682	0.2775222987
683	0.2774130295
684	0.2773153338
685	0.2772095926
686	0.277068719
687	0.2770098061
688	0.2769009145
689	0.2768075901
690	0.2767168303
691	0.2766300595
692	0.2765728074
693	0.2765070194
694	0.2764391597
695	0.2763334936
696	0.2762342909
697	0.2761382689
698	0.2760338979
699	0.2759617896
700	0.275873931
701	0.2757994199
702	0.2756948832
703	0.2756149725
704	0.2755310024
705	0.2754306908
706	0.2752865255
707	0.2751974537
708	0.2750874348
709	0.2749706383
710	0.2748785001
711	0.2747832653
712	0.2746807464
713	0.2745932953
714	0.2744958738
715	0.2743870645
716	0.2743240363
717	0.2742425423
718	0.2741403389
719	0.2740438952
720	0.2739554487
721	0.2738628841
722	0.2737661973
723	0.2737063443
724	0.2735926922
725	0.2735181509
726	0.2734358729
727	0.2733535871
728	0.2732514277
729	0.2731805546
730	0.2731117008
731	0.2730282492
732	0.2729441442
733	0.2728485597
734	0.2727179065
735	0.2726203339
736	0.2725258739
737	0.2724127746
738	0.2723176154
739	0.2722543698
740	0.272178329
741	0.2720660148
742	0.2719872088
743	0.271726555
744	0.2713677937
745	0.2713093076
746	0.2712228405
747	0.2711520098
748	0.2710868403
749	0.270983411
750	0.2709138012
751	0.2707259099
752	0.2706107601
753	0.2704581353
754	0.2703667616
755	0.270274651
756	0.2702107704
757	0.2699585679
758	0.2698762067
759	0.2698102862
760	0.269462627
761	0.2693242396
762	0.2692521835
763	0.2691502407
764	0.2690299939
765	0.2689519145
766	0.2686942753
767	0.2685762453
768	0.2684710247
769	0.2683864506
770	0.26829964
771	0.2682037722
772	0.2681399219
773	0.2680667811
774	0.2679746092
775	0.2678920051
776	0.267811472
777	0.2677135843
778	0.2676296852
779	0.2675184591
780	0.2674388469
781	0.2673608734
782	0.2672628693
783	0.2671441728
784	0.2670629401
785	0.2669681944
786	0.2668415409
787	0.2667837691
788	0.2667141621
789	0.2666221472
790	0.2665321865
791	0.2664377395
792	0.2663402137
793	0.2662536555
794	0.2660670489
795	0.2660049692
796	0.2659206027
797	0.2658606563
798	0.26574861
799	0.2656687833
800	0.2656120323
801	0.265520595
802	0.2653866921
803	0.2653134895
804	0.2652417518
805	0.2651688956
806	0.265072561
807	0.2650020682
808	0.2649316159
809	0.2648306388
810	0.2647596841
811	0.2646273933
812	0.2645790201
813	0.2645169154
814	0.264422316
815	0.2643484522
816	0.2642654853
817	0.2641515101
818	0.2640819616
819	0.2640224478
820	0.2639490851
821	0.2638560461
822	0.2638066075
823	0.2637008921
824	0.2635787104
825	0.263319329
826	0.2632408358
827	0.2631856371
828	0.2630824629
829	0.263040323
830	0.2629493006
831	0.2628593679
832	0.2628057489
833	0.2627158886
834	0.2626239739
835	0.2625581577
836	0.2624833247
837	0.2623809219
838	0.2622923536
839	0.2622292773
840	0.2621636486
841	0.2621146396
842	0.2620718967
843	0.261993188
844	0.2619014657
845	0.2618063804
846	0.2616903074
847	0.261612766
848	0.2615573649
849	0.2614791632
850	0.2614073676
851	0.2613258142
852	0.2612651873
853	0.2611187495
854	0.2610359899
855	0.2609623085
856	0.2608848214
857	0.2607984853
858	0.260470861
859	0.2604185798
860	0.2603388463
861	0.2602660012
862	0.2602256458
863	0.2601377708
864	0.2600567973
865	0.2599769052
866	0.2599157424
867	0.259844644
868	0.2597596774
869	0.259686782
870	0.2596400544
871	0.2595607136
872	0.2594771232
873	0.2593993359
874	0.2593183888
875	0.2592418436
876	0.259172751
877	0.2590715222
878	0.259018411
879	0.2589442209
880	0.2588450532
881	0.2587662339
882	0.2586761686
883	0.2585843666
884	0.2585211164
885	0.2584713984
886	0.2583501843
887	0.2583040393
888	0.2582347237
889	0.2581546784
890	0.2581016267
891	0.2580254077
892	0.2579619206
893	0.257798688
894	0.2577313669
895	0.2576834327
896	0.257635386
897	0.2575852434
898	0.2575091088
899	0.2574298594
900	0.2572763947
901	0.2572268295
902	0.2571729014
903	0.257046551
904	0.2569252086
905	0.2568511432
906	0.2566873908
907	0.2564081958
908	0.2563242784
909	0.2562677034
910	0.2561994232
911	0.256136647
912	0.2560488442
913	0.2559303842
914	0.2558089375
915	0.2557577092
916	0.255684148
917	0.2555978494
918	0.2555329746
919	0.2554628597
920	0.2553912456
921	0.2553028071
922	0.2552414131
923	0.2551565034
924	0.2551155879
925	0.2550537055
926	0.25499582
927	0.2548861635
928	0.2548264967
929	0.2547564884
930	0.2547000669
931	0.2546502094
932	0.254526302
933	0.2544423916
934	0.2543766448
935	0.2542973143
936	0.2542343893
937	0.2541730777
938	0.2540998933
939	0.2539218054
940	0.2538650031
941	0.253786889
942	0.253727464
943	0.2536550507
944	0.2535662835
945	0.2535040049
946	0.2533601506
947	0.2533149898
948	0.2532458867
949	0.2531717632
950	0.2531264929
951	0.2530530276
952	0.2529640823
953	0.2528546648
954	0.2528195667
955	0.2527605992
956	0.2526184184
957	0.252535251
958	0.2524872817
959	0.2524024351
960	0.2523202292
961	0.2522698356
962	0.2521919759
963	0.2521528014
964	0.2520807369
965	0.251947006
966	0.2518713864
967	0.2517892794
968	0.2517038055
969	0.251620207
970	0.25154978
971	0.2514867439
972	0.2513995606
973	0.2512814239
974	0.2512141807
975	0.2510938565
976	0.2510045256
977	0.2509490937
978	0.2509048421
979	0.250823237
980	0.2507253577
981	0.2506694686
982	0.2505882242
983	0.2505361937
984	0.2504874542
985	0.250451338
986	0.2504048002
987	0.2503390974
988	0.2502786607
989	0.250199369
990	0.250124059
991	0.2500434217
992	0.2499927479
993	0.2499450137
994	0.249873969
995	0.2498299904
996	0.2497323248
997	0.2496890573
998	0.2496526369
999	0.2496121949
